Question,Answer,Conversation#,Turn#,Context,Question Length
"what happened after the bandStone Poneys were discovered by a couple of music industry executives while rehearsing at a soul food restaurant called Olivia's, located in Ocean Park?","In 1965, the Stone Poneys recorded the Johnny Otis song So Fine and several others.",3681,5,"['How did the Stone Poneys get their start?', 'The group trimmed down to a trio that called themselves the Stone Poneys.', 'Who were the original band members of the Stone Poneys?', 'Linda Ronstadt', 'Did anyone join Linda Ronstadt in the band Stone Poneys?', 'Kenny Edwards and Bobby Kimmel', 'where did the Stone Poneys get their start?', ""The Stone Poneys was discovered by a couple of music industry executives while rehearsing at a soul food restaurant called Olivia's, located in Ocean Park.""]",31
Did The Cardigans produce any other successful records besides Life and First Band on the Moon during their commercial success during 1995-2000?,"Gran Turismo, the fourth studio album by The Cardigans was nominated for a total of seven awards at the 1999 Grammis.",4224,7,"[""What was the height of The Cardigans' success from 95-00?"", ""The Cardigans' Band on the Moon was a breakthrough in 1996, both in their native Sweden and internationally."", ""What was a big hit off The Cardigans' First Band on the Moon?"", ""The Cardigans' Lovefool reached number three in Canada and number two on the US Billboard Hot 100 Airplay Chart"", 'Did The Cardigans tour leading up to the success of their album Band on the Moon?', 'For The Cardigans, 1994 was spent touring Europe and recording Life, which was released worldwide in 1995.', 'How did The Cardigans handle their success after recording Life?', 'After their success with Life, The Cardigans signed with Mercury Records, under which they released First Band on the Moon worldwide in 1996', ""Did The Cardigans' First Band on the Moon do well?"", ""The Cardigans' First Band on the Moon is their best-selling album in the United States."", ""Were there other big hits on The Cardigans' First Band on the Moon besides Lovefool?"", ""The Cardigans' Been It reached number 26 in the UK.""]",23
How many yards was the touchdown at the old Pitt Stadium with Y.A. Tittle after John Baker of the Pittsburgh Steelers forced an interception,Chuck Hinto intercepted the ball thrown by Y. A. Tittle and returned it eight yards,4000,5,"['Did Y. A. Tittle have a famous photo as a student?', 'A photo of a dazed Y. A. Tittle in the end zone taken is regarded among the most iconic images in the history of American sports and journalism.', 'Was Y. A. Tittle dazed in the end zone  because he was hurt or awed?', 'Y. A. Tittle was helmet-less, bloodied and kneeling immediately after having been knocked to the ground by John Baker of the Steelers', 'Did the Giants win that game after Y. A. Tittle was knocked to the ground by John Baker of the Steelers?', 'The New York Giants lost their game on September 20, 1964 against the Pittsburgh Steelers. The final score was 24 - 27.', 'Was there any other memorable moments from this particular game besides Y. A. Tittle getting knocked to the ground by John Baker of the Steelers', 'John Baker of the Pittsburgh Steelers forced an interception that was returned for a touchdown at the old Pitt Stadium.']",25
"how did Izzy Stradlin being asked by his former Guns N' Roses band mates Duff McKagan, Slash, and Matt Sorum to join the supergroup Velvet Revolves go?","Although he contributed to the songwriting process while the band was in its formative stage, Izzy Stradlin ultimately declined to join Velvet Revolver.",494,4,"[""How did Izzy Stradlin's career start"", 'Shortly after his arrival in Los Angeles, Izzy Stradlin joined punk band Naughty Women.', 'What was the first song Izzy Stradlin made', 'In 1984, Hollywood Rose, the band Izzy Stradlin formed with childhood friend Axl Rose recorded a demo featuring the tracks Killing Time, Anything Goes, Rocker, and Reckless Life“.', ""What was Izzy Stradlin's velvet revolver"", ""Izzy Stradlin was asked by his former Guns N' Roses band mates Duff McKagan, Slash, and Matt Sorum to join the supergroup Velvet Revolver.""]",31
Was there any other awards for Rihanna's fashion besides the Fashion Icon Award at the 2014 Council of Fashion Designers of America Fashion Awards?,"Rihanna was ranked one of the best dressed women in 2018, by luxury fashion retailer Net-a-Porter.",2972,6,"['Does Rihanna make a fashion statement?', 'In November 2011, Rihanna announced her first fashion venture with Armani.', 'Does Rihanna have her own fashtion line?', ""In February 2013, Rihanna presented her first women's fashion collection at London Fashion Week for British brand River Island, collaborating with her personal stylist Adam Selman."", ""What was Rihanna's interest in fashion?"", 'Early in her career, Rihanna made clear her interest in fashion and desire to work in the clothing design industry. Regarding this, stating, Fashion has always been my defense mechanism“', 'Has Rihanna done anything particular with her fashion?', ""Rihanna then collaborated with numerous fashion house's including Dior, Stance and Manolo Blahnik."", 'Has Rihanna won any awards from her being a fashion icon?', ""On June 2, 2014, Rihanna received the Fashion Icon Award at the 2014 Council of Fashion Designers of America Fashion Awards at the Lincoln Center's Alice Tully Hall.""]",26
"Was there a reason behind Wilhelm II, German Emperor's support of Austria-Hungary during the crisis of July 1914?","Wilhelm II, German Emperor was a friend of Archduke Franz Ferdinand of Austria, and he was deeply shocked by his assassination on 28 June 1914.",4616,7,"['What foreign affairs was Wilhelm II, German Emperor involved in?', 'Wilhelm II, German Emperor invented and spread fears of a yellow peril trying to interest other European rulers in the perils they faced by invading China.', 'When did Wilhelm II, German Emperor gain the position of German Emperor?', ""Wilhelm II, German Emperor reigned from 15 June 1888 until his abdication on 9 November 1918 shortly before Germany's defeat in World War I."", 'Is there anything important I should know about Wilhelm II, German Emperor?', 'A domestic triumph for Wilhelm II, German Emperor was when his daughter Victoria Louise married the Duke of Brunswick in 1913.', ""Did Wilhelm II, German Emperor accept his daughter's marriage?"", ""Princess Victoria Louise of Prussia's marriage to the Duke of Brunswick helped heal the rift between the House of Hanover and the House of Hohenzollern."", 'Why was there a rift between the House of Hanover and the House of Hohenzollern?', 'The rift between the House of Hanover and the House of Hohenzollern followed the annexation of Hanover by Prussia in 1866.', 'Were there any other foreign affairs for Wilhelm II, German Emperor besides everything mentioned previously?', ""Wilhelm II, German Emperor's turbulent reign culminated in his guarantee of military support to Austria-Hungary during the crisis of July 1914, resulting in the outbreak of World War I.""]",21
Did the Giants win that game after Y. A. Tittle was knocked to the ground by John Baker of the Steelers?,"The New York Giants lost their game on September 20, 1964 against the Pittsburgh Steelers. The final score was 24 - 27.",4000,3,"['Did Y. A. Tittle have a famous photo as a student?', 'A photo of a dazed Y. A. Tittle in the end zone taken is regarded among the most iconic images in the history of American sports and journalism.', 'Was Y. A. Tittle dazed in the end zone  because he was hurt or awed?', 'Y. A. Tittle was helmet-less, bloodied and kneeling immediately after having been knocked to the ground by John Baker of the Steelers']",23
What tension was there between REO Speedwagon's Gary Richrath and Kevin Cronin before the former's departure from the band?,"Cronin said Richrath had become jealous and tried too hard to write hit ballads like Cronin, while Richrath said Cronin and REO had grown too soft.",6890,6,"['What were the changes in the 90s to REO Speedwagon?', ""By the late 1980s, the band's popularity was starting to decline."", 'Why did Alan Gratzer leave REO Speedwagon?', 'Original drummer Alan Gratzer left in September 1988 after he decided to retire from music to open a restaurant.', 'Why did REO Speedwagon lose popularity?', 'Kevin Cronin stated I think that fame and the riches that come with it can also bring out the demons in people.“', 'Did any other changes occur to REO Speedwagon besides Alan Gratzer leaving?', 'In early 1989, Gary Richrath quit.', 'Why did Gary quit?', 'In early 1989, Gary Richrath quit after tensions between he and Kevin Cronin boiled over.']",22
"Did Patrick Dempsey act in any other films besides The Player, About a Boy,  Mobsters, and Can't Buy Me Love?",Dempsey had a high-profile role as the fiancé of Reese Witherspoon's character in Sweet Home Alabama (2002).,4317,4,"['What did Patrick Dempsey do in the 90s?', 'Dempsey made several featured appearances in television in the 1990s; including lead roles in the TV versions of the films The Player and About A Boy', 'Did Patrick Dempsey  act in any movies in the 90s?', 'Dempsey received good reviews, however, as he portrayed real-life Mob boss, Meyer Lansky in 1991 when Mobsters was put on the screen.', 'Did Patrick Dempsey receive any awards?', ""In 1987, Patrick Dempsey won the Best Actor in a Motion Picture: Comedy at the 9th Youth in Film Awards for his work in the film Can't Buy Me Love""]",25
"how did john dalton's proposal that each chemical element is composed of atoms of a single unique type, and they can combine to form more complex structures called chemical compounds come about",John Dalton reached his conclusions for the scientific theory of the atom by experimentation and examination of the results in an empirical fashion.,7313,2,"['Who proposed that atoms are the basic units of matter', 'John Dalton proposed that each chemical element is composed of atoms of a single, unique type, and they can combine to form more complex structures called chemical compounds.']",34
Did Charlie Macartney do well in the game between New South Wales against Queensland at the start of the 1905–06 season?,"He made 56 in New South Wales' first innings of 691, and after not bowling in the first innings, he took 3/80 and his first catch in an innings victory.",3105,3,"['What was Charlie Macartney first-class debut?', ""Macartney's exploits were noticed by the State selectors, and he made his first class debut for New South Wales against Queensland at the start of the 1905–06 season."", 'Who did Charlie Macartney play for?', 'New South Wales']",22
"Are there any other notable parts of Destiny's Child's disbandment/aftermath besides their farewell performance, last album, public reaction, and solo careers?",Destiny's Child reunited for Beyoncé's headline performance at Coachella in April 2018,5286,10,"[""When did Destiny's Child disband?"", ""Destiny's Child reunited for a farewell performance at the 2006 NBA All-Star Game on February 19, 2006"", ""When was Destiny's Child's last album?"", ""Destiny Fulfilled is the fifth and final studio album by American R&B trio Destiny's Child."", ""How was Destiny's Child's farewell performance received?"", ""The Destiny's Child's farewell performance announcement was surprising to many."", ""What did Destiny's Child's members do after disbandment?"", ""After the Destiny's Child formal disbandment, all members resumed their solo careers and have each experienced different levels of success."", ""What did Beyoncé Knowles do after the Destiny's Child disbandment?"", ""Following the disbandment of Destiny's Child in 2006, Beyonce released her second solo album, B'Day"", 'Did Beyonce Knowles release any solo albums?', 'Beyoncé has released six studio albums, five live albums, three compilation albums, five EPs, one soundtrack album, one mixtape, two karaoke albums,', ""Was Destiny's Child successful commercially?"", ""Destiny's Child have been referred to as R&B icons, and have sold more than 60 million records worldwide."", 'Were Beyonce Knowles solo albums successful?', 'With Lemonade, Beyoncé became the first act in history to have six consecutive number one albums in the US.', ""Did Rowland and Williams do anything after Destiny's Child?"", ""Both Kelly Rowland and Michelle Williams, along with Knowles' sister Solange, appeared in Knowles' music video for her single Get Me Bodied (2007).""]",27
"What year did this happen when Edgeworth David wrote a proposal to Senator George Pearce, the Australian Defence Minister, suggesting that the government raise a military force to undertake mining and tunnelling?","In August 1915, Edgeworth David wrote a proposal to Senator George Pearce, the Australian Defence Minister, suggesting that the government raise a military force to undertake mining and tunnelling.",6195,2,"['How did the Australian Mining Corp with Edgeworth David start?', 'Edgeworth David wrote a proposal to Senator George Pearce, the Australian Defence Minister, suggesting that the government raise a military force to undertake mining and tunnelling.']",35
"did Alan Kulwicki win any races with the increased stiffness that allowed the car to handle better in the corners, which increased its speed?","Racing at Slinger Super Speedway, Alan Kulwicki won the track championship in 1977.",5667,7,"['when did Alan Kulwicki start racing?', 'Alan Kulwicki began his racing career as a 13-year-old kart racer.', 'who made the karts for Alan Kulwicki when he began his racing career as a 13-year-old kart racer?', ""Alan Kulwicki's father built engines as the crew chief for Norm Nelson and Roger McCluskey's United States Automobile Club racecars."", ""when did Alan Kulwicki start racing cars after his father built engines as the crew chief for Norm Nelson and Roger McCluskey's United States Automobile Club racecars?"", 'Alan Kulwicki started driving stock cars at the local level at the Hales Corners Speedway and Cedarburg Speedway. In 1973 he won the rookie of the year award.', 'did Alan Kulwicki have any sponsors around 1973 when he won the rookie of the year award?', 'Alan Kulwicki arrived at NASCAR, the highest and most expensive level of stock car racing in the United States, with no sponsor.', 'what make of cars did Alan Kulwicki drive teamed up with racecar builder Greg Krieger?', 'an innovative car with far more torsional stiffness than other late models.', 'did the innovative car with far more torsional stiffness than other late models help Alan Kulwicki?', 'The increased stiffness allowed the car to handle better in the corners, which increased its speed.']",26
What other accomplishments did Roy Keane have besides the February and March Manager of the Month awards and grabbing the winner in the Manchester derby threee months in 1994?,Roy Keane's achievements also earned him the Championship Manager of the Year award.,5093,5,"['What happened in 1993 involving Roy Keane?', 'Roy Keane had an extended run in the team, scoring twice on his home debut win against Sheffield United.', 'What sport did Roy Keane play?', 'Roy Maurice Keane is an Irish football pundit, manager and former professional player.', 'What accomplishments did Roy Keane have after his time as a coach?', 'Roy Keane was rewarded with the February and March Manager of the Month awards.', 'What year did Roy Keane win the manchester derby?', 'Roy Keane scored twice on his home debut against Sheffield United, and grabbing the winner in the Manchester derby three months in 1994.']",30
Were there any other changes to the band besides that original drummer Alan Gratzer left in September 1988 after he decided to retire from music to open a restaurant?,"Having lost their recording contract with Epic, REO Speedwagon ended up releasing Building the Bridge on the Priority/Rhythm Safari label.",7255,3,"[""What changes were in store for REO Speedwagon during the 90's?"", ""By the late 1980s, the band REO Speedwagon's popularity was starting to decline."", ""How did REO Speedwagon's popularity starting to decline affect the group?"", ""REO Speedwagon's Original drummer Alan Gratzer left in September 1988 after he decided to retire from music to open a restaurant.""]",30
DidKurt Warner win the superbowl when he had taken his team to the Super Bowl every year that he played as the starting quarterback?,"In Kurt Warner's third career Super Bowl, the Cardinals lost Super Bowl XLIII 27–23 to the Pittsburgh Steelers, leaving him with a career 1–2 record in Super Bowls.",7281,3,"['What sport did Kurt Warner play', 'Kurt Warner played football', 'what did Kurt Warner do in post season', 'Kurt Warner had taken his team to the Super Bowl every year that he played as the starting quarterback during all regular and post season games.']",25
"Did The Police album, Synchronicity, win any other awards or merits besides being number 1 in the US and UK, Every Breath You Take winning the Grammy for Song of the Year, Synchronicity II winning the Grammy for Best Rock Performance by a Duo or Group with Vocal?","Every Breath You Take also won the American Video Award for Best Group video, and the song won two Ivor Novello Awards",2970,9,"['What is Synchronicity to The Police?', 'In 1983, the Police released their last studio album, Synchronicity', 'Was The Police album, Synchronicity, well received?', 'By that time, several critics deemed The Police the biggest rock band in the world“', 'Did The Police tour to promote the album, Synchronicity?', 'The Synchronicity Tour began in Chicago, Illinois July 1983 at the original Comiskey Park, and on 18 August The Police played in front of 70,000 in Shea Stadium, New York.', 'Did The Police tour in other countries to promote their album, Synchronicity?', ""The Police played throughout the UK in December 1983, including four sold out nights at London's Wembley Arena, and the tour ended in Melbourne, Australia"", 'Did The Police receive any awards with their album, Synchronicity?', 'Synchronicity became a No. 1 album in both the UK (where it debuted at No. 1) and the US.', ""What was The Police's most popular single off of their album, Synchronicity?"", ""Every Breath You Take won the Grammy for Song of the Year, beating Jackson's Billie Jean."", 'Did The Police have any other hit singles off their album, Synchronicity, besides Every Breath You Take?', 'Synchronicity II won the Grammy for Best Rock Performance by a Duo or Group with Vocal.', ""Was The Biggest Band in the World The Police's next album after their last studio album, Synchronicity?"", 'In 1983, the Police released their last studio album, Synchronicity']",53
What were some of his David Letterman's notable guests over the years of hosting the Late Night Show with David Letterman?,"In one appearance, in 1982, Andy Kaufman appeared with professional wrestler Jerry Lawler, who slapped and knocked the comedian to the ground.",726,8,"['When did late night with david letterman begin?', 'It premiered on NBC on February 1, 1982, and concluded on June 25, 1993.', 'Did David Letterman have any other host with him at the time of starting Late Night with David Letterman?', 'All throughout 1981, in addition to guest-hosting the Tonight Show as outlined in the terms of his contract, Letterman also frequently appeared as guest on the highly-rated program', 'How many years did Late Night with David Letterman run?', 'Late Night with David Letterman ran for eleven years.', 'What networks was The Late Night show with David Letterman on?', 'Late Night originated from NBC Studio 6A at the RCA Building at 30 Rockefeller Plaza in New York City.', 'Were there any memorable moments on the Late Night Show with David Letterman?', ""David Letterman's reputation as an acerbic interviewer was borne out in verbal sparring matches with Cher, Shirley MacLaine, Charles Grodin, and Madonna."", 'What time did the Late Night Show with David Letterman come on?', 'The Late Night Show with David Letterman ran Monday through Thursday at 12:30 a.m. Eastern Time, immediately following The Tonight Show Starring Johnny Carson', 'Did David Letterman ever appear on with Johnny Carson?', ""Carson later made a few cameo appearances as a guest on Letterman's show. Carson's final television appearance came May 13, 1994, on a Late Show episode""]",23
"Did Orson Welles have any other responsibilities besides being responsible for radio programs, lectures, interviews and being able to travel?",Welles's two intercontinental radio broadcasts in April 1942 were particularly intended to tell U.S. audiences that President Vargas was a partner with the Allies,1830,5,"['What is a Goodwill ambassador?', 'A goodwill ambassador is a person who advocates for a specific cause (e.g. a country or an organisation) on the basis of their notability', 'What did Orson Welles do?', 'The mission of the OCIAA was cultural diplomacy, promoting hemispheric solidarity and countering the growing influence of the Axis powers in Latin America', 'Was Orson Welles good at being a goodwill ambassador?', 'Welles was responsible for radio programs, lectures, interviews and informal talks as part of his OCIAA-sponsored cultural mission, which was regarded as a success.', ""What do you find interesting about the article besides Orson Welles's performance as a goodwill ambassador?"", ""Welles's ambassadorial mission was extended to permit his travel to other nations including Argentina, Bolivia, Chile, Colombia, Ecuador, Guatemala, Mexico, Peru and Uruguay""]",23
Did Y. A. Tittle play quarterback in only the T formation for the rest of his career at Louisiana State University?,"Coach Bernie Moore started Y. A. Tittle at tailback in the single-wing formation his first year, but moved him to quarterback in the T formation during his sophomore season.",2901,6,"['When did Y. A. Tittle first start playing football?', 'Y. A. Tittle played high school football at Marshall High School. In his senior year the team posted an undefeated record and reached the state finals.', 'What college did Y. A. Tittle go to?', 'After a recruiting battle between Louisiana State University and the University of Texas, Y. A. Tittle chose to attend LSU in Baton Rouge, Louisiana, and play for the LSU Tigers.', 'Did Y. A. Tittle only ever play quarterback?', 'Moore started Y. A. Tittle at tailback in the single-wing formation his first year.', ""Was Bernie Moore Y. A. Tittle's coach at Louisiana State University?"", 'Y. A. Tittle was part of a successful 1944 recruiting class under head coach Bernie Moore that included halfbacks Jim Cason, Dan Sandifer, and Ray Coates.']",23
"what is one possibility of the spoken words at the end of the song just besides I'll tell you wh--, I'll tell you why“?","Another possiblity for the spoken words at the end of the Radiohead song Just is What are you worth, and can you prove it by lying here with me?“.",8087,3,"['what does the guy say in just by radiohead', 'The Radiohead music video for Just is intentionally edited to make proper lip reading impossible, if something was indeed said at all.', 'what is one possibility of the spoken words at the end of the song just?', ""One possibility of the spoken words at the end of the  Radiohead song Just is I'll tell you wh-- [jump cut interruption] I'll tell you why“""]",30
Did Joseph Carey Merrick need assistance after being beaten? What did Joseph Carey Merrick do after leaving home for good?,Merrick was homeless on the streets of Leicester.,2248,6,"[""Did Joseph Carey Merrick's first job involve deformities?"", 'He found work rolling cigars in a factory.', 'Did Joseph Carey Merrick work at a factory rolling cigarettes long?', 'After three years, his right hand deformity had worsened and he no longer had the dexterity required for the job.', ""What was Joseph Carey Merrick's second job after rolling cigarettes?"", ""His father secured him a hawker's licence which enabled him to earn money selling items from the haberdashery shop, door to door."", 'What did Joseph Carey Merrick do with limited speaking skills as a hawker?', 'Housewives refused to open doors for him and now people not only stared at him but followed him out of curiosity.', 'Was Joseph Carey Merrick fired from hawking?', 'Merrick failed to make enough money as a hawker to support himself. On returning home one day in 1877, he was severely beaten by his father.']",22
"What other children does Stephen Stills have besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland??","Stephen Stills did not have additional children besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland",6700,5,"['Does Stephen Stills have any children?', ""Stephen Stills' son Christopher was born in 1974."", 'Did Stephen Stills have any other children besides Christopher?', ""Stephen Stills' children were Eleanor, Justin, Henry, Alex, Jennifer, Oliver Ragland"", 'Did Stephen Stills have any additional children besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland?', 'Stephen Stills did not have additional children besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland', 'Did Stephen Stills have any other daughters besides Eleanor and Jennifer?', 'Stephen Stills did not have additional children besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland']",25
what was the Brazilian media's reaction to Brazil's loss in the 2014 FIFA World Cup semi-final match between Brazil and Germany,"Brazilian newspapers greeted the result with headlines such as The Biggest Shame in History, a Historical humiliation and Brazil is slain.",7752,3,"['who scored the goal for brazil vs germany', ""Oscar scored Brazil's sole goal in the 90 minute in their 2014 FIFA World Cup semi-final match loss to Germany, 1-7."", 'who was the man of the match in the 2014 FIFA World Cup semi-final match between Brazil and Germany', 'Toni Kroos was selected Man of the Match, with three shots, two goals, 93% pass accuracy, one assist and two chances created.']",23
what happened next after redd foxx left sanford and son after six seasons in 1977 to star in a short-lived abc variety show,"In 1980 Redd Foxx was back playing Fred G. Sanford in a short-lived revival/spin-off, Sanford.",9672,4,"['where is the guy that played lamont on sanford and son', 'Demond Wilson is retired now.', 'what did demond wilson do after sanford and son', 'Sanford and Son was cancelled in 1977. In the early 1980s, Red Foxx attempted to revive the show, but Demond Wilson was working on other projects at the time.', 'what did redd foxx do after sanford and son', 'In 1977, Redd Foxx left Sanford and Son after six seasons to star in a short-lived ABC variety show, resulting in the cancellation of the NBC series.']",23
"Did Ann Veneman work for any other legal firms besides the Modesto law firm of Damrell, Damrell and Nelson?","Ann Veneman worked for Patton, Boggs & Blow and also several boards of directors and advisory groups.",370,11,"['What did Veneman do in her legal career', ""Ann Veneman began her legal career as a staff attorney with the General Counsel's office of the Bay Area Rapid Transit District in Oakland, California, in 1976."", 'How long did Veneman serve as deputy public defender?', 'In 1978, Ann Veneman returned to Modesto, where she served as a Deputy Public Defender. In 1980, she joined the Modesto law firm of Damrell, Damrell and Nelson,', 'Did Ann Veneman move into politics after her time as deputy public defender in Modesto California?', ""Ann Veneman joined the United States Department of Agriculture's Foreign Agricultural Service in 1986, serving as Associate Administrator until 1989."", 'In what year did Ann Veneman first start getting involved in politics?', ""Veneman joined the United States Department of Agriculture's Foreign Agricultural Service in 1986."", 'What was the first political office Ann Veneman held?', ""Ann Veneman joined the United States Department of Agriculture's Foreign Agricultural Service in 1986, serving as Associate Administrator."", 'How long did Ann Veneman hold that her position as Associate Administrator?', ""Ann Veneman joined the United States Department of Agriculture's Foreign Agricultural Service in 1986, serving as Associate Administrator until 1989."", 'Did Ann Veneman advance her career in politics in 2001?', 'On 20 January 2001 Ann Veneman was unanimously confirmed by the United States Senate and sworn in as Secretary of Agriculture.', 'What did Ann Veneman do after she left the secratary of agriculture position?', 'Ann Veneman took a break from political and administrative office to practice with the law firm and lobby group Patton, Boggs & Blow.', ""What was Ann Veneman's postion in the government?"", 'In 1995, Ann Veneman re-entered government, when she was appointed Secretary of the California Department of Food and Agriculture, again being the first woman to hold the position.', 'What did Ann Veneman do in her corporate life?', 'Veneman took a break from political and administrative office to practice law.']",21
"Did Aretha Franklin make any other music during her time with Atlantic Records besides the album, I Never Loved a Man the Way I Love You?","In 1968, Aretha Franklin issued the top-selling albums Lady Soul and Aretha Now, which included Chain of Fools, Ain't No Way, Think and I Say a Little Prayer.",2413,5,"[""What happened in Aretha Franklin's career in 1967?"", 'Aretha Franklin moved to Atlantic Records and in January 1967, she traveled to Muscle Shoals, Alabama, to record at FAME Studios', 'What did Aretha Franklin record at FAME studios in January 1967?', 'At Fame records, Aretha Franklin recorded the song I Never Loved a Man (The Way I Love You), backed by the Muscle Shoals Rhythm Section.', ""What did the public think of Aretha Franklin's I Never Loved a Man (The Way I Love You)?"", 'I Never Loved a Man (The Way I Love You) reached number one on the R&B chart, and peaked at number nine on the Billboard Hot 100,.', 'Did Aretha Franklin ever collaborate with anyone during her time with Atlantic Records?', ""Aretha Frankin's rapport with producer Jerry Wexler helped in the creation of the majority of Franklin's peak recordings with Atlantic.""]",28
What other awards did Jon Krakauer win for the book Into Thin Air besides being honored as Book of the Year by Time magazine and being among three books considered for the General Non-Fiction Pulitzer Prize in 1998?,The American Academy of Arts and Letters gave Jon Krakauer an Academy Award in Literature in 1999 for his work.,2114,4,"['What is Into Thin Air by Jon Krakauer?', 'Into Thin Air: A Personal Account of the Mt. Everest Disaster is a 1997 bestselling non-fiction book written by Jon Krakauer.', 'What is significant about the book Into Thin Air by Jon Krakauer?', ""The book Into Thin Air reached the top of The New York Times' non-fiction bestseller list and was honored as Book of the Year by Time magazine."", 'Did the book Into Thin Air by Jon Krakauer win any other awards besides being honored as Book of the Year by Time magazine?', 'The book Into Thin Air by Jon Krakauer was among three books considered for the General Non-Fiction Pulitzer Prize in 1998.']",39
"Did Johan Galtung have any other ideas about the US besides it's nature as a republic and empire, and decline?","According to Galtung, the US empire causes unbearable suffering and resentment because the ...those who support the US Empire because of perceived benefits are engaging in unequal, non-sustainable, exchange patterns.",828,6,"['What did Johan Galtung think about the US?', 'For Johan Galtung, the US is simultaneously a republic and an empire, a distinction he believes is highly relevant.', ""Can you explain Johan Galtung's distinction of the US being simultaneously a republic and an empire?"", 'The US is on one hand loved for its republican qualities, and on the other loathed by its enemies abroad for its perceived military aggressions.', 'Did Johan Galtung write anything about the US?', 'In an article published in 2004, Galtung predicted that the US empire will decline and fall by 2020. He expanded on this hypothesis in his 2009 book.', ""What was the title of Johan Galtung's 2009 book?"", 'He expanded on his hypothesis in his 2009 book titled The Fall of the US Empire - and Then What? Successors, Regionalization or Globalization? US Fascism or US Blossoming?', ""What responses were there to Johan Galtung's prediction of the US Empire's decline by 2020?"", 'He added that many Americans had thanked him because it helped them resolve the conflict between their love for their country and their displeasure with foreign policy.']",23
"Did Mike make any notable music with Simon Cowell's artists including Kym Mazelle, Jocelyn Brown, and Robson and Jerome?","Mike Stock, Kym Mazelle, Jocelyn Brown and Robson and Jerome's cover of Unchained Melody produced by Stock and Aitken became the highest selling non-charity single of the decade.",4298,4,"['What is SAW and its relationship to the musician, Mike Stock?', 'Stock Aitken Waterman (abbreviated as SAW) are an English songwriting and record producing trio consisting of Mike Stock, Matt Aitken, and Pete Waterman.', 'What music did Mike Stock work on during the Post-SAW time period?', ""In 1994 Simon Cowell asked Stock to produce the record for the popular kid's TV show 'Mighty Morphin Power Rangers' which was a top 5 hit in the UK."", ""What is the name of one of Simon Cowell's artists?"", 'In 1994 Stock produced several artists for Simon Cowell including Kym Mazelle, Jocelyn Brown and Robson and Jerome.']",23
"any others tv shows besides early 1950s television shows as Kraft Television Theatre, Robert Montgomery Presents, The United States Steel Hour that  James Dean did?",Danger and General Electric Theater,5678,8,"['what did James Dean do in cinema?', ""American teenagers of the mid-1950s, when James Dean's major films were made, identified with Dean and the roles he played."", 'what were some films James Dean was in?', 'Rebel Without a Cause', 'did James Dean star in any other films besides Rebel Without a Cause?', 'East of Eden is a 1955 drama film. The film stars James Dean in his first major screen role.', 'what happened on that date September 30, 1955?', ""The film depicts the ways various characters in a small Southern town in the US react to James Dean's death."", 'did James Dean win any awards for his films?', 'In recognition of his performance in East of Eden, James Dean was nominated posthumously for the 1956 Academy Awards as Best Actor in a Leading Role of 1955.', 'did James Dean work in any other movies besides East of Eden?', 'James Dean quickly followed up his role in Eden with a starring role as Jim Stark in Rebel Without a Cause, a film that would be hugely popular among teenagers.', 'what tv shows did James Dean do?', ""James Dean's career picked up and he performed in further episodes of such early 1950s television shows as Kraft Television Theatre, Robert Montgomery Presents, The United States Steel Hour.""]",28
Did Dean Smith accept the position of assistant coach with North Carolina coach Frank McGuire or decline and joined later?,"Dean Smith served under Frank McGuire for three years until 1961, when McGuire was forced to resign by Chancellor William Aycock in the wake of a major recruiting scandal.",6315,5,"['Did Dean Smith get started as head coach at UNC?', ""Dean Smith served a stint in the United States Air Force in Germany, later working as a head coach of United States Air Force Academy's baseball and golf teams."", 'Did Dean Smith ever teach basketball with the USAF?', ""Dean Smith worked as a head coach of United States Air Force Academy's baseball and golf teams."", 'How did Dean Smith get the job as head coach at the U.S. Air Force? Was he previously a soldier?', ""Dean Smith served a stint in the United States Air Force in Germany, later working as a head coach of United States Air Force Academy's baseball and golf teams."", 'Where did Dean Smith go on to coach after the U.S. Air Force?', ""Dean Smith's big break came in the United States. In 1958, North Carolina coach Frank McGuire asked Smith to join his staff as an assistant coach.""]",21
"What other shows did Lew Grade make, besides The Saint, Danger Man, The Prisoner, and Supermarionation?","AP Films produced Thunderbirds (1965–66), and (as Century 21), Captain Scarlet and the Mysterons.",5665,3,"['What shows did Lew Grade produce?', 'These series included The Saint (1962–69), which was sold to over 80 countries, and two featuring Patrick McGoohan: Danger Man (1960–68) and The Prisoner (1967–68).', 'Did Lew Grade produce any other series besides The Saint, Danger Man, and The Prisoner?', ""AP Films produced the children's marionette puppet (Supermarionation) series.""]",21
