Question,Answer,Conversation#,Turn#,Context,Question Length
how big is salina kansas,"According to the United States Census Bureau, Salina has a total area of 25.15 square miles",9053,3,"['how far is salina ks from junction city ks', 'There are 43.89 miles from Junction City to Salina in southwest direction and 48 miles by car, following the I 70 and US 40 W and KS 18 route.', 'between salina and junction city kansas, which city is more populated', ""Salina's population estimate is 46,994 while Junction City's is 22,988""]",5
WHAT IS AMERICAN RECORDINGS?,American Recordings is the 81st album by the country singer Johnny Cash.,2567,1,[],5
who directed the siege,Edward Zwick directed the siege,7803,2,"['when did the movie the siege come out', 'the siege was released on November 6, 1998']",4
What is Futurama about?,"Futurama follows the adventures of slacker Philip J. Fry, who is cryogenically preserved for 1000 years and is revived in the 31st century.",1222,2,"['How is Matt Groening connected to Futurama?', 'Futurama is an American animated science fiction sitcom created by Matt Groening.']",5
who hosts one strange rock,One Strange Rock is hosted by actor Will Smith.,9803,4,"['how many episodes are there of one strange rock', 'There are 10 episodes of One Strange Rock.', 'what is One Strange Rock about', 'One Strange Rock tells the story of how life survives and thrives on planet Earth, as told by eight astronauts from their unique perspective of being away from Earth', 'what astronauts are on one strange rock', 'One Strange Rock features contributions from astronauts Chris Hadfield, Nicole Stott, Jeffrey A. Hoffman, Mae Jemison, Leland Melvin, Mike Massimino, Jerry Linenger, and Peggy Whitson']",5
what were johnny unitas stats,"Johnny Unitas had 5,186 pass attempts and 2,830pass completions.",1108,6,"['what team did johnny unitas play for', 'Johnny Unitas spent the majority of his career playing for the Baltimore Colts', 'how many games did the colts win', 'Colts have not won a game during the 2019 regular season.', 'who did Colts play in the playoffs', 'Colts played the in the 2018 - 2019 NFL playoffs against the Houston Texans and Kansas City Chiefs.', 'did Colts win the super bowl', 'The most recent Super Bowl win for the Colts was during the 2006 NFL season.', 'who did colts play in the super bowl', 'Colts played against the Chicago Bears during XLI Super Bowl.']",5
what is enceladus named after,Enceladus is named after the giant Enceladus of Greek mythology.,9855,3,"[""which one of saturn's moons has water"", ""Measurements of Enceladus's libration as it orbits Saturn suggests that the entire icy crust is detached from the rocky core and that a global ocean is present beneath the surface."", 'how big is enceladus', 'Enceladus is about 500 kilometers in diameter.']",5
how about the smallest religion,"Rastafari, with 0.6 million adherents",10316,3,"['how many religions are in the world today', 'According to some estimates,there are roughly 4200 religions in the world.', 'which is the largest religion', 'Christianity is the largest religion by population.']",5
who climbed the zugspitze first,"The Zugspitze was first climbed on 27 August 1820 by Josef Naus, his survey assistant, Maier, and mountain guide, Johann Georg Tauschl.",9097,3,"['what is the name of the highest mountain in germany', 'The Zugspitze is the highest mountain in Germany.', 'who high is the zugspitze mountain', 'The Zugspitze stands at 2,962 m above sea level.']",5
Who was Eagleson?,Robert Alan Eagleson was a Canadian lawyer who worked with Bobby Orr.,6564,1,[],4
who created The Deuce,The Deuce is an American drama television series created by David Simon and George Pelecanos.,8762,3,"['why is the new hbo show called the deuce', ""The show's title is derived from the nickname for 42nd Street between Seventh Avenue and Eighth Avenue."", 'when is The Deuce set', 'The Deuce is set in New York City during the 1970s and 1980s.']",4
when was the internet developed,"The origins of the Internet date back to research commissioned by the United States Department of Defense in the 1960s to build robust, fault-tolerant communication with computer networks.",9693,3,"['who developed the world wide web and why', 'Tim Berners-Lee invented the World Wide Web in 1989. The Web was originally conceived and developed to meet the demand for automated information-sharing between scientists in academia.', 'how is the world wide web different from the internet', 'The internet is a huge network of computers all connected together. The world wide web is a collection of webpages found on this network of computers.']",5
Did Mamacita do well?,"Mamacita hit the #1 spot on Hanteo chart, making it the best selling of the week with more than 65,000 copies sold.",1558,6,"['What was Oppa Oppa?', 'Oppa, Oppa is a digital single by Super Junior sub-group, Donghae&Eunhyuk.', 'When was Oppa Oppa released?', 'Oppa Oppa was released on-line on 16 December 2011 by SM Entertainment and distributed by KMP Holdings.', 'How did Oppa Oppa do on the charts?', 'On the day of its release, Oppa Oppa reached number two on Oricon Daily Chart with 42,114 copies sold.', 'Did Super Junior release any other hits?', 'Eunhyuk and Donghae released I Wanna Dance on June 19, 2013 in Japan.', 'Where there any hits on Mamacita?', 'No.']",5
does anne hathaway have children,Anne Hathaway has two children.,8423,4,"['what is the movie passengers with anne hathaway about', 'In Passengers, therapist Claire Summers (Anne Hathaway) receives an assignment by her mentor to counsel the five survivors of a plane crash.', 'where did anne hathaway go to high school', 'Anne Hathaway graduated from Millburn High School in New Jersey.', 'what is the middle name of anne hathaway', ""Anne Hathaway's middle name is Jacqueline.""]",5
who constructed the katse dam,"The dam was built by a consortium of Bouygues, Concor, Group 5, Hochtief, Impregilo, Kier Group and Sterling International.",8601,3,"['where does water come from in south africa', 'The Katse dam in Lesotho is an important source of water supply for the arid Gauteng area around Johannesburg, the industrial heartland of South Africa.', 'what is the katse dam', ""The Katse Dam, a concrete arch dam on the Malibamat'so River in Lesotho, is Africa's second largest double-curvature arch dam.""]",5
what is the vatican II,"Second Vatican Council or Vatican II, is the 21st ecumenical council of the Roman Catholic Church announced by Pope John XXIII as a means of spiritual renewal for the church.",9586,3,"['when did the catholic church stop using latin', 'The Catholic Church discontinued all Latin by 1969.', 'why did the catholic church stop using latin', 'Latin was abandoned by local churches. The pontifical universities in Rome stopped teaching in Latin in 1967. This decision dried up the small pool of priests who could speak Latin']",5
Who banished the troupe?,The King during that time banished the troupe.,16,7,"['What Italian is Pierrot compared to?', ""Canio's Pagliaccio in the famous opera by Leoncavallo is close enough to a Pierrot to deserve a mention here."", ""What does Canio's Pagliaccio and Pierrot have in common?"", 'Monti would go on to claim his rightful fame by celebrating another spiritual outsider, much akin to Pierrot—the Gypsy.', ""Where is Pierrot's origin traced to?"", 'He is sometimes said to be a French variant of the sixteenth-century Italian Pedrolino, but the two types have little but their names and social stations in common.', 'What type of character was Pierrot?', 'Pierrot, on the other hand, as a second zanni, is a static character in his earliest incarnations, standing on the periphery of the action.', 'Who gave life to Pierrot?', 'Among the French dramatists who gave Pierrot life on their stage were Jean Palaprat, Claude-Ignace Brugière de Barante, Antoine Houdar de la Motte, and Jean-François Regnard.', 'Who was Jean Palaprat?', 'Jean-Gaspard Deburau, sometimes erroneously called Debureau, was a celebrated Bohemian-French mime.']",5
What is the kelvin unit,"The kelvin is the base unit of temperature in the International System of Units (SI), having the unit symbol K.",9568,2,"['what is the si unit of thermal capacity', 'The SI unit of heat capacity is joule per kelvin']",5
did Café Tacuba tour,The band Café Tacuba toured in 1996 to promote the album Avalancha de Éxitos.,6090,6,"['did Café Tacuba have any popular albums?', 'The album Revés/Yo Soy won the 1999 Grammy for best Latin Rock album.', 'what other popular music did Café Tacuba have besides Reves/Yo Soy?', 'One of Café Tacuba’s biggest hits ‘María’ was also one of the lead singles from their first and self-titled 1992 album Café Tacuba.', 'What songs were on the Café Tacuba album Café Tacuba?', 'Track Listing: 1. Noche Oscura 2. Las Batallas 3. Las Persianas 4. Rarotonga 5. Maria', 'were there more songs on the album Café Tacuba?', '6. Cometer Suicidio 7. La Chica Banda 8. El Catrin 9. Pinche Juan', 'Are there any more songs on the album Café Tacuba?', '10. Labios Jaguar 11. Debajo del Bar 12. La Sonaja 13. Bar Tacuba']",4
who discovered lunar libration,"Galileo Galilei is sometimes credited with the discovery of the lunar libration in latitude in 1632, although Thomas Harriot or William Gilbert could have done so before.",9111,5,"['what is on the far side of moon', 'The far side of the moon has one of the largest craters in the Solar System, the South Pole Aitken basin.', ""what is the far side of the moon's terrain like"", ""The far side of the moon's terrain is rugged with a multitude of impact craters and relatively few flat lunar maria compared to the near side."", 'what percent of the far side of the moon is visible from earth', 'About 18 percent of the far side of the moon is occasionally visible from Earth due to libration.', 'what is libration in lunar astronomy', 'In lunar astronomy, libration is the wagging or wavering of the Moon perceived by Earth bound observers and caused by changes in their perspective.']",4
where was frank mir born,"Frank Mir was born and raised in Las Vegas, Nevada.",8427,5,"['who has the most fights in ufc history', 'The fighters Frank Mir and Tito Ortiz have the most fights in UFC history, with 27 fights each.', 'who is frank mir', 'Francisco Santos Frank Mir III (born May 24, 1979) is an American mixed martial artist and professional wrestler who competes for Bellator MMA in the Heavyweight division.', 'what is the ufc history of Frank Mir', 'Frank Mir formerly competed in the Ultimate Fighting Championship (UFC) for sixteen years.', 'did frank mir win any titles', 'A former UFC Heavyweight Champion, Frank Mir holds the record for most submission victories in UFC Heavyweight history.']",5
Who is Cynthia McKinney?,"Cynthia Ann McKinney is an American politician and activist who is an assistant professor at North South University, Bangladesh.",6490,2,"['Which year was Cynthia McKinney born?', 'Cynthia McKinney was born on March 17, 1955.']",5
who directed pearl harbor,Pearl Harbor was directed by Michael Bay.,8607,3,"['where did they film the movie pearl harbor', 'In order to recreate the atmosphere of pre-war Pearl Harbor, the producers staged the film in Hawaii and used current naval facilities.', 'what was the budget for pearl harbor', 'The proposed budget of $208 million that Bay and Bruckheimer wanted was an area of contention with Disney executives.']",4
who created magic the gathering,Magic: The Gathering is a collectible and digital collectible card game created by Richard Garfield.,10570,4,"['what is the newest set of magic the gathering', 'The two upcoming Magic: The Gathering sets are Theros: Beyond Death and Ikoria: Lair of Behemoths. The sets will be released on January 24, 2020 and April 24, 2020, respectively.', 'how old is magic the gathering', 'Magic: The Gathering underwent a general release on August 5, 1993.', 'does magic the gathering have a plot', 'Though Magic: The Gathering is a strategy game, an intricate storyline underlies the cards released in each expansion.']",5
what is the katse dam,"The Katse Dam, a concrete arch dam on the Malibamat'so River in Lesotho, is Africa's second largest double-curvature arch dam.",8601,2,"['where does water come from in south africa', 'The Katse dam in Lesotho is an important source of water supply for the arid Gauteng area around Johannesburg, the industrial heartland of South Africa.']",5
how is influenza passed,"We get influenza on our hands and touch each other and touch our noses, our mouths and transmit the virus from one person to another.",8165,3,"['where is the flu found in the world', 'Influenza originates, actually, among birds and other animals such as pigs.', 'what countries are involved with the strains of influenza', ""New viral strains of influenza come to the United States and to Europe from Southeast Asia. That's the global pattern.""]",4
what do the lyrics describe,The song Brenda's Got a Baby is about a 12-year-old girl named Brenda who lives in a ghetto and has a baby she can't support.,8715,3,"[""who is the girl in the brenda's got a baby video"", ""Ethel Edy Proctor portrays Brenda in Brenda's Got a Baby."", 'who is featured on the song', ""The song Brenda's Got a Baby features R&B singer Dave Hollister singing background vocals with Roniece Levias.""]",5
was pangaea real,Pangaea or Pangea was a supercontinent that existed during the late Paleozoic and early Mesozoic eras.,9892,3,"['which modern day continents made up the supercontinent laurasia', 'Laurasia was made of the present day continents of North America, Europe, and Asia. Gondwanaland was made of the present day continents of Antarctica, Australia, South America.', 'which modern day continents made up the supercontinent pangaea', 'Pangea, also spelled Pangaea, in early geologic time, a supercontinent that incorporated almost all the landmasses on Earth.']",3
What was the AFL?,"The American Federation of Labor (AFL) was a national federation of labor unions in the United States founded in Columbus, Ohio.",2729,1,[],5
What is Eazy-Duz-It?,"Eazy-Duz-It is the debut studio album by American hip hop artist Eazy-E, released on September 13, 1988, by Ruthless Records and Priority Records.",5241,6,"['Was N.W.A a album?', 'N.W.A was an American hip hop group from Compton, California.', 'Were NWA successful?', 'The group NWA has sold over 10 million units in the United States alone.', 'How many singles did NWA have?', 'The group NWA released 8 singles.', ""What was NWA's musical influences?"", ""NWA's musical influences include LL Cool J and MC Shan.""]",4
When was Euronymous murdered?,Euronymous was murdered on the night of 10 August 1993.,7129,1,[],5
What is FUNAI?,"FUNAI is responsible for protecting the interests, cultures, and rights of the Brazilian indigenous populations",1793,1,[],4
Who is Pete Maravich?,"Peter Press Maravich (June 22, 1947 – January 5, 1988), known by his nickname Pistol Pete, was an American professional basketball player.",4885,1,[],5
how old is omo-kibish one,Omo-Kibish One is 196 plus or minus 5 kiloannum.,9681,3,"['when did anatomically recognizable humans appear on earth', 'Current evidence strongly suggests that the appearance of Homo sapiens as an anatomically distinct entity, at around 200,000 years ago, considerably preceded the first unequivocal expressions of symbolic cognitive processes.', 'what is the oldest known anatomically modern human skeleton', 'Omo-Kibish One from southern Ethiopia is the oldest anatomically modern Homo sapiens skeleton currently known.']",5
when was jb hunt founded,"J.B. Hunt was founded on August 10, 1961, 58 years ago.",9816,2,"['how many trucks does jb hunt have on the road', 'J.B. Hunt operates more than 12,000 trucks.']",5
Is voguing a dance,"Vogue, or voguing, is a highly stylized, modern house dance originating in the late 1980s that evolved out of the Harlem ballroom scene of the 1960s.",9775,3,"['what was the number 1 single in australia on may 26 1990', ""Madonna's songs Vogue and Keep It Together were Australia's number 1 singles on May 26, 1990."", 'what was the number 1 single in the US on may 26 1990', ""Madonna's song Vogue was the number 1 single in the US on May 26, 1990.""]",4
who wrote The Lightning Thief,The Lightning Thief was written by Rick Riordan.,9722,2,"['when was the first percy jackson book published', 'The Lightning Thief, the first novel in the Percy Jackson & the Olympians series was published on July 1, 2005.']",5
when did stephen covey die,"Stephen Covey died on July 16, 2012",7469,3,"['what are the principles of the 7 habits', 'In The 7 Habits of Highly Effective People, Stephen Covey presents true north principles based on a character ethic that he presents as universal and timeless.', ""what is stephen covey's profession"", 'Stephen Covey was an American educator, author, businessman, and keynote speaker.']",5
how is isobutanol produced,Isobutanol is produced by the carbonylation of propylene,8998,3,"['what is the iupac name for isobutyl alcohol', 'The IUPAC name of Isobutanol or isobutyl alcohol is 2-methylpropan-1-ol', 'what is isobutanol used for', 'Isobutanol is mainly used as a solvent either directly or as its esters.']",4
where was douglas bradley born,"Douglas Bradley was born in Liverpool, England",8266,2,"['who is the actor who plays pinhead in hellraiser', 'Douglas Bradley is best known for his role as the lead Cenobite Pinhead in the Hellraiser film series.']",5
was jerusalem ever destroyed,"During its long history, Jerusalem has been destroyed at least twice, besieged 23 times, captured and recaptured 44 times, and attacked 52 times.",9763,4,"['what is the name of the capital city of israel', 'On December 6, 2017 President Trump formally recognized Jerusalem as the capital of Israel.', 'is jerusalem a holy city', 'Jerusalem is considered holy to the three major Abrahamic religions—Judaism, Christianity, and Islam.', 'what is the conflict with the capital jerusalem', 'Both Israel and the Palestinian Authority claim Jerusalem as their capital, as Israel maintains its primary governmental institutions there.']",4
what themes does othello cover,"Othello is a tragedy with the varied and enduring themes of racism, love, jealousy, betrayal, revenge, and repentance.",10306,5,"['who all dies at the end of othello', 'At the end of Othello, Desdemona, Emilia, Roderigo, and Othello himself are dead.', 'what is the full title of the play othello', 'Othello is short for The Tragedy of Othello, the Moor of Venice.', 'who wrote othello', 'Othello was written by William Shakespeare.', 'when was othello published', 'Othello is believed to have been written in 1603.']",5
why was the MPMan controversial,The RIAA's Associate Director of Anti-Copyright infringement initially said the MPMan had no function other than playing material that was stolen from record companies.,10035,3,"['where was the first massed mp3 player sold', ""The world's first mass-produced hardware MP3 player was Saehan's MPMan, sold in Asia starting in the late spring of 1998."", 'how much did the mpman cost', 'For the 32 MB and 64 MB models of the MPMan, the prices were 39 800 yen (circa 400 USD - today $627.44) and 59 800 yen respectively.']",5
What is ES Setif?,"Entente Sportive Sétifienne, known as Entente de Sétif, commonly referred to as ES Sétif or ESS for short, is an Algerian professional football club based in Sétif.",5088,1,[],5
where was rice first domesticated,"Based on archeological evidence, rice was believed to have first been domesticated in the region of the Yangtze River valley in China.",9297,3,"['what is the origin of the word agriculture', 'Agriculture comes from Late Latin word agricultura, which means cultivation of the land', 'what was the first domesticated plant', 'The first domesticated plant was probably rice or corn. Chinese farmers were cultivating rice as early as 7500 BCE.']",5
who played Stone in Daredevil,Stone is portrayed by Jasson Finney in the TV series Daredevil.,9789,3,"['who was the man stick was talking to in daredevil', 'The guy Stick was talking to at the end of the episode is almost certainly Stone, who first appeared in Daredevil #187.', 'who did stick train on daredevil', 'Stick trained a young Matt Murdock how to fight and protect himself.']",5
how did mt vesuvius form,"Mt. Vesuvius was formed as a result of the collision of two tectonic plates, the African and the Eurasian.",8404,5,"['where is mount vesuvius located on the world map', 'Mount Vesuvius is located on the Gulf of Naples in Campania, Italy, about 9 km (5.6 mi) east of Naples and a short distance from the shore.', 'what kind of volcano is mt. vesuvius', 'Mt. Vesuvius is a somma-stratovolcano.', 'when did mt vesuvius erupt to kill many people', 'The eruption of Mount Vesuvius in AD 79 destroyed the Roman cities of Pompeii, Herculaneum, Oplontis and Stabiae, as well as several other settlements.', 'is mt vesuvius still active', 'Today, Mt. Vesuvius is regarded as one of the most dangerous volcanoes in the world because of the population of 3,000,000 people living near enough to be affected.']",5
what is riyadh's elevation,Riyadh is located on the eastern part of the Najd plateau at about 600 metres above sea level.,10592,4,"['what is the capital of the country saudi arabia', 'Riyadh is the capital of Saudi Arabia.', 'what is the tallest building in riyadh', 'Public Investment Fund Tower is the tallest building in Riyadh.', 'how tall is the public investment fund tower', 'The Public Investment Fund Tower is a 385 m skyscraper in Riyadh, Saudi Arabia.']",5
what is the bubonic plague,"The Bubonic Plague is a sometimes fatal infection with the bacterial toxin Yersinia pestis, transmitted by fleas from rodents and characterized by high fever, weakness, and the formation of buboes",7431,2,"['when does the masque of the red death take place', 'The Masque of the Red Death, originally written as a short story by Edgar Allan Poe, takes place in the 1820s during the time of the bubonic plague.']",5
what did saturnalia celebrate,Saturnalia was an ancient Roman festival in honour of the god Saturn.,9492,2,"['where did tradition of giving gifts come from', 'In ancient Rome, gift giving may have occurred near the winter solstice which in Europe occurs in December. This was celebrated during the Saturnalia holiday, which took place that month.']",4
who created being mary jane,Being Mary Jane is an American drama television series created by Mara Brock Akil and starring Gabrielle Union.,9604,2,"['who plays the father on being mary jane', ""Richard Roundtree plays as Paul Patterson, Sr., Mary Jane's compassionate father.""]",5
What is joking apart?,Joking Apart is a BBC television sitcom written by Steven Moffat,1929,2,"[""Are there any interesting aspects about Moffat's work on Joking Apart?"", ""Taking Ptaszynski's advice, Moffat's new idea was about a sitcom writer whose wife leaves him. Moffat wrote two series of Joking Apart""]",5
Where was Paulini born?,"Suva, Fiji",3085,2,"['Where did Paulini grow up?', 'Sydney, Australia']",5
how are sonic booms measured,The pressure from sonic booms caused by aircraft often is a few pounds per square foot.,8559,5,"['why is there a noise when you break the sound barrier', 'A sonic boom is the sound associated with the shock waves created whenever an object travelling through the air travels faster than the speed of sound.', 'how do sonic booms affect people', 'Sonic booms due to large supersonic aircraft can be particularly loud and startling, tend to awaken people, and may cause minor damage to some structures.', 'how did society counter the negative effects of the sonic boom', 'The negative impact of sonic booms led to prohibition of routine supersonic flight over land.', 'what is the duration of the sonic boom', 'A sonic boom does not occur only at the moment an object crosses the speed of sound; and neither is it heard in all directions emanating from the speeding object.']",5
did Vikram Nath study law,Vikram Nath followed the footsteps of his paternal ancestry by pursuing law as a subject.,10230,5,"['who is chief justice of gujarat high court', 'As of September 2019 the Chief Justice of the High Court of Gujarat is Vikram Nath.', ""what was Vikram Nath's job before Chief Justice of the High Court of Gujarat"", 'Justice Vikram Nath is former Judge in Allahabad High Court.', 'is Vikram Nath from Allahabad', 'Justice Vikram Nath was born and raised at Allahabad, Uttar Pradesh.', ""what was Vikram Nath's childhood like"", 'Vikram Nath was born in a middle-class family.']",5
What is AMYF?,AMYF is Bushido's eleventh album,599,1,[],4
What is Mr A-Z?,Jason Mraz's second major label album.,3838,1,[],5
what does godzilla symbolize,"In the 1954 film, Godzilla symbolizes nuclear holocaust from Japan's perspective and has since been culturally identified as a strong metaphor for nuclear weapons.",9978,5,"['when did the first godzilla movie come out in japan', 'Godzilla was theatrically released in Japan on November 3, 1954', 'which studio produced the first godzilla movie', 'The 1954 Godzilla film was produced and distributed by Toho Studios', 'what was the american version of godzilla called', 'In 1956, a heavily re-edited Americanized version of the 1954 film Godzilla, known as Godzilla, King of the Monsters! was released in the United States.', 'did the godzilla movies win a record', 'The 1954 Godzilla film spawned a multimedia franchise, being recognized by Guinness World Records as the longest running film franchise in history.']",4
did felt work for nixon,No. Felt worked as Associate Director of the FBI when Nixon was President.,1892,4,"['When did Mark Felt start at the FBI', 'He applied for a job with the FBI in November 1941 and was accepted. His first day at the Bureau was January 26, 1942.', 'What was Mark Felt early career?', 'Upon graduation, Felt took a position at the Federal Trade Commission but did not enjoy his work.', 'when did felt end up with in washington', 'After 1935, Felt then went to Washington, D.C., to work in the office of Democratic U.S. Senator James P. Pope.']",5
is there life in deserts,Plants and animals living in the desert need special adaptations to survive in the harsh environment.,8461,5,"['what is an area where rainfall is less than 50 cm per year', 'A desert is a barren area of landscape where rainfall is less than 50 cm/year.', 'why are deserts bad for life', 'A desert is a barren area of landscape where little precipitation occurs and, consequently, living conditions are hostile for plant and animal life.', 'how are deserts formed', 'Deserts are formed by weathering processes as large variations in temperature between day and night put strains on the rocks which consequently break in pieces.', 'does it ever rain in deserts', 'Although rain seldom occurs in deserts, there are occasional downpours that can result in flash floods.']",5
who are Zeuss' parents,Zeus is the child of Cronus and Rhea.,8903,4,"['how many gods are there in roman mythology', 'There are twelve main gods in Roman mythology.', 'who is the strongest god in roman mythology', 'The God Jupiter, or Zeuss, is the most powerful of the gods.', 'what is the god Zeuss the god of', 'Zeus is the sky and thunder god in ancient Greek religion, who rules as king of the gods of Mount Olympus.']",5
where is peng chang-kuei now,"Peng Chang-kuei, the inventor, died on Nov. 30 in Taipei. The chef, who had two children was 97 years old by Western reckoning.",7708,2,"['Where does general tso chicken actually come from', 'The dish General Tso’s Chicken as most Americans know it today was invented by Peng Chang-kuei, a chef from the Hunan province.']",5
what wimbledon traditions are there,Wimbledon traditions include a strict all-white dress code for competitors and royal patronage. Strawberries and cream are traditionally consumed at the tournament.,10652,4,"['when is the last time a british man won wimbledon', 'The last time a British man won Wimbledon was in 2016.', 'when did the championships, wimbledon first start', ""The inaugural 1877 Wimbledon Championship started on 9 July 1877 and the Gentlemen's Singles was the only event held."", 'is the the championships, wimbledon always in wimbledon, london', 'The Championships, Wimbledon has been held at the All England Club in Wimbledon, London, since 1877.']",5
where is levant,The Levant is an approximate historical geographical term referring to a large area in the Eastern Mediterranean region of Western Asia.,8753,5,"['who were the main participants and what was the primary reason for the first crusade', 'The First Crusade was an attempt to recapture the Holy Land, called for by Pope Urban II to aid the Byzantine empire against the Seljuq Turks.', 'who won the first crusade', 'The first crusade was a crusader victory.', 'what year was the first crusade', 'The first Crusade occured from 1096–1099.', 'where did the first crusade happen', 'The First Crusade took place in mostly Levant and Anatolia.']",3
was pangaea a desert,"Just as the central regions of North and South America are not deserts, the entire interior of Pangaea would not necessarily have been desert",9892,4,"['which modern day continents made up the supercontinent laurasia', 'Laurasia was made of the present day continents of North America, Europe, and Asia. Gondwanaland was made of the present day continents of Antarctica, Australia, South America.', 'which modern day continents made up the supercontinent pangaea', 'Pangea, also spelled Pangaea, in early geologic time, a supercontinent that incorporated almost all the landmasses on Earth.', 'was pangaea real', 'Pangaea or Pangea was a supercontinent that existed during the late Paleozoic and early Mesozoic eras.']",4
who does blue bloods star,"Blue Bloods stars Tom Selleck as New York City Police Commissioner Frank Reagan; other main cast members include Donnie Wahlberg, Bridget Moynahan, Will Estes, Len Cariou, and Sami Gayle.",8834,3,"['who is jamie reagan dating on blue bloods', ""Jamie Reagan and Eddie Janko have Had such a dramatic relationship on 'Blue Bloods'."", 'what is blue bloods about', 'Blue Bloods is an American police procedural drama television series that airs on CBS. I']",5
how often do hurricanes happen,"Each year, on average, 10 tropical storms, of which six become hurricanes, develop over the Atlantic Ocean, Caribbean Sea, or Gulf of Mexico from June to November.",10328,5,"['when was new orleans told to evacuate for katrina', 'At a news conference 10:00 AM on August 28, shortly after Katrina was upgraded to a Category 5 storm, New Orleans mayor Ray Nagin ordered the first ever mandatory evacuation.', 'was there another option besides evacuation for katrina', 'The city government of New Orleans also established a refuge of last resort for citizens who could not leave the city, at the massive Louisiana Superdome.', 'how many people died in hurricane katrina', 'Hurricane Katrina caused 1,245–1,836 total fatalities.', 'what was the financial impact of hurricane katrina', 'Hurricane Katrina caused an estimated $125 billion (2005 USD) in damage.']",5
is wayne gretzky canadian,"Wayne Gretzky is a Canadian former professional ice hockey player, born in Brantfod, Ontario, Canada.",9944,2,"['who has the most career goals in nhl history', 'Wayne Gretzky is the All-Time NHL Goal Leader with 894 goals.']",4
what is the conflict theory,"The conflict theory, suggested by Karl Marx, claims society is in a state of perpetual conflict because of competition for limited resources.",9023,5,"['how does the correspondence principle operate within school', 'The correspondence principle states that social relations in school can be directly related to those in the work-place, meaning that educational institutions prepare students for their future work roles', 'what are writers in the correspondence principle vein interested in', ""Writers in the correspondence principle vein are in particular interested in the relationship between a person's social standing and the type of education that is received at school."", 'who are the writers in the correspondence principle vein', 'Gary Watson and Diep Tran are writers of the correspondence principle vein.', 'which theory is the correspondence principle aligned with', 'The correspondence principle is broadly aligned with the conflict theory approach to sociology']",5
when was the gupta period,"The Gupta Empire was an ancient Indian empire existing from the mid to late 3rd century CE to 543 CE. At its zenith, from approximately 319 to 543 CE",7445,2,"['what were the characteristics of the gupta period paintings', 'The Gupta period paintings were of religious figures; some Hindu and some Buddhist. The Gupta Period of India was not characterized by enormous material wealth or by elaborate trade activity.']",5
what is unbreakable?,Unbreakable is a song recorded by Irish boy band Westlife.,1590,1,[],4
what countries use bidets,"Bidets are popular in Italy, Portugal, Japan, Argentina, and Venezuela.",9234,4,"['what is the second toilet in the bathroom for', 'The bidet is often a basin that is situated close to the toilet in the bathroom, and it is used to clean yourself after using the toilet.', 'what is a bidet used to clean', 'Bidets are primarily used to wash and clean the genitalia, perineum, inner buttocks, and anus.', 'where is use of a bidet common', 'Bidets are common in Europe, Asia, and South America.']",4
What was Danzas Mexicanas?,His first major choreographic work.,1898,7,"['What was José Limón first job?', 'In 1930, Limón first performed on Broadway.', 'Was Etude in D Minor used in a broadway show?', 'No, he choreographed his first dance, Etude in D Minor, a duet with Letitia Ide.', 'Did Etude in D lead to another choreographing job?', ""Limón also tried his hand at choreography at Broadway's New Amsterdam Theatre."", 'Did José Limón achieve some notice in the choreographing roles?', 'In 1937, Limón was selected as one of the first Bennington Fellows.', 'What did José Limón do as a Bennington Fellow?', 'At the Bennington Festival at Mills College in 1939, Limón created Danzas Mexicanas.']",5
who is salazar slytherin,"Slytherin was one of the four founders of Hogwarts School of Witchcraft and Wizardry, regarded as one of the greatest wizards of the age, respectively as a Parselmouth.",8780,3,"['what are the different houses of harry potter', 'Hogwarts was divided into four houses: Gryffindor, Hufflepuff, Ravenclaw, and Slytherin.', 'who founded each of the hogwarts houses', 'Gryffindor was founded by Godric Gryffindor, Hufflepuff was founded by Helga Hufflepuff, Ravenclaw was founded by Rowena Ravenclaw, and Slytherin was founded by Salazar Slytherin.']",4
What was New Excalibur?,"The letters page of the final issue of Excalibur announced a relaunch of the title as New Excalibur in November, 2005.",6779,1,[],5
What is high step?,"High step is a style of marching used by many colleges and universities, including most bands of HBCUs and the Big Ten.",3113,1,[],5
