Question,Answer,Conversation#,Turn#,Context,Question Length
who popularized the saying don't judge a book by its cover,It was popularized when it appeared in the 1946 mystery Murder in the Glass Room by Lester Fuller and Edwin Rolfe: “You can never tell a book by its cover.”,9706,2,"[""who wrote don't judge a book by its cover"", ""The phrase is attributed to a 1944 edition of the African journal American Speech: “You can't judge a book by its binding.“""]",12
what's the running time of 8 seconds,8 Seconds' running time is 105 minutes.,7873,4,"['when did the movie 8 seconds come out', '8 seconds was released on February 25, 1994', 'who directed 8 seconds', '8 seconds was directed by John G. Avildsen', 'who starred in 8 seconds', '8 seconds stars Luke Perry, Stephen Baldwin, James Rebhorn, Carrie Snodgress, Ronnie Claire Edwards, and Cynthia Geary.']",8
What country did the members of the band Focus originate from?,Van Leer and van der Linden are from the Netherlands.,2181,3,"['Where did the band Focus originate from?', 'Focus are a Dutch progressive rock band formed in Amsterdam.', 'Who were the members of the band Focus?', 'The current members are Thijs van Leer, Pierre van der Linden, Menno Gootjes, and Udo Pannekeet.']",12
why are the philadelphia eagles called the eagles,"Bert Bell and Lud Wray named the team the Eagles in honor of the symbol of the National Recovery Act, which was part of President Franklin D. Roosevelt’s New Deal.",9201,2,"['when did the philadelphia eagles start playing football', 'The Eagles have been a Philadelphia institution since their beginning in 1933.']",8
how long did George Washington serve as president,"Washington served two terms as the first U.S. president, from 1789 to 1797",10702,5,"['Who did Britain send to get rid of the French in the Ohio River Valley', 'The British government sent over a representative, 21-year-old George Washington, to demand that the French relinquish their fort and return back to their own settlements.', ""how did the French respond to Washington's demand that the French relinquish their fort and return back to their own settlements."", 'New France refused to accommodate the terms which provoked Washington and the small number of soldiers accompanying him to attack, thus stimulating the French and Indian War in 1756.', 'when did George Washington become president', 'The presidency of George Washington began on April 30, 1789, when Washington was inaugurated as the first president of the United States, and ended on March 4, 1797.', 'how old was George Washington when he became president', 'The 57-year-old Washington was inaugurated on April 30, 1789, in New York City.']",8
is it legal to own a gun in thailand,Owning a firearm in Thailand has been legal since 1947.,9786,1,[],9
What was the Tarawa memorial like?,"In 1968, David M. Shoup returned to Tarawa to dedicate a memorial to the battle and to the American and Japanese troops who had died there.",6449,8,"['What is Tarawa?', 'Tarawa is an atoll and the capital of the Republic of Kiribati, in the central Pacific Ocean.', 'When did the invasion of Tarawa occur?', 'The invasion of Tarawa commenced on 20 November 1943.', 'What year was the invasion of Tarawa?', 'The invasion of Tarawa commenced on 20 November 1943.', 'What was the result of the Tarawa invasion?', 'The heavy casualties suffered by the United States at Tarawa sparked public protest, where headline reports of the high losses could not be understood for such a small island.', 'How long did the Tarawa invasion last?', 'The invasion of Tarawa occursed 20–23 November 1943.', 'What happened after the invasion of Tarawa?', 'The heavy casualties suffered by the United States at Tarawa sparked public protest, where headline reports of the high losses could not be understood for such a small island.', 'What work did David M. Shoup do after Tarawa?', 'In December 1943, Shoup became chief of staff of the 2nd Marine Division. In 1968 he returned to Tarawa to construct a memorial.']",7
when did printing press operations in India in the mid 16th century?,1556,8030,3,"['who brought the printing press for the first time to india in the mid 16th century?', 'Portuguese Missionaries brought the printing press to India in the mid 16th century.', 'where in India was the printing press first brought for the first time to India in the mid 16th century?', 'Goa']",13
Were there any protests regarding Zulfikar Ali Bhutto's governmental actions leading up to the coup?,"The port city of Karachi, on the Arabian Sea 800 miles southwest of here, was the hardest hit, with work stoppages virtually paralyzing commercial activity.",854,4,"['What was the United States sponsorship of Muhammad Zia-ul-Haq?', ""The United States, notably the Reagan Administration, was an ardent supporter of Zia's military regime and a close ally of Pakistan's conservative-leaning ruling military establishment."", 'Did the US sponsor Muhammad Zia-ul-Haq to come to the US or sponsored his actions?', ""The Reagan administration declared Zia's regime as the front line ally of the United States in the fight against the threat of Communism."", ""How did Pakistani people react to the tacit approval of the Reagan administration toward's Muhammad Zia-ul-Haq's overthrow of Bhutto?"", ""Many of Pakistan's political scientists and historians widely suspected that the riots and coup against Zulfikar Ali Bhutto was orchestrated with help of the US Central Intelligence Agency.""]",17
When did Glenda Jackson begin to see success?,Jackson's starring role in Ken Russell's film adaptation of D.H. Lawrence's Women in Love (1969) led to her winning her first Academy Award for Best Actress.,2988,1,[],9
Does Comet only work with Supergirl?,"No, Comet has also worked alongside Superboy.",307,6,"['What is Comet?', 'Comet is the name of two fictional comic book characters owned by DC Comics whose adventures have been published by that same company.', ""Who's pet was Comet?"", ""Comet was Supergirl's pet horse and, while in his human form as Bill Starr, her brief boyfriend."", 'Who were some other super animals like Comet?', 'The Legion of Super-Pets is a fictional team of super-powered pets in the pre-Crisis DC Universe. Members include Krypto the Super-Dog, Streaky the Supercat, and Comet the Horse.', 'What comic book issue did Comet first appear?', 'Comet was introduced in the Superboy story in Adventure Comics #293 in February 1962, then appeared regularly with Supergirl beginning in Action Comics #292 in September 1962.', ""What are some of Comet's super powers?"", ""Though unrelated, Comet's powers are similar to those of Superman and Supergirl, including flight, super-strength, and super-speed.""]",7
is Rokstarr the record label Taio Cruz went with?,Cruz is the founder and chief executive of Rokstarr Music London,2593,2,"['What is The Rokstarr album about?', 'According to Cruz, many of the songs do tend to be about relationships in one way or another. But the difference this time is that, as well as the full-on love songs, I am having a little bit more FUN with it all!“']",10
what was Alia Bhatt's best film,Alia Bhatt won the Filmfare Critics Award for Best Actress for Highway,70,4,"['what was Alia Bhatt first acting job', ""Alia Bhatt first portrayed the role of Shanaya Singhania, a sophisticated teenage girl who is in a relationship with Dhawan's character but is attracted to the character played by Malhotra."", ""what films did Alia Bhatt portray the role of Shanaya Singhania, a sophisticated teenage girl who is in a relationship with Dhawan's character in"", ""Alia Bhatt had her first leading role in 2012 with Karan Johar's Student of the Year, alongside Sidharth Malhotra and Varun Dhawan."", ""what other films has Alia Bhatt starred in besides her first leading role in 2012 with Karan Johar's Student of the Year, alongside Sidharth Malhotra and Varun Dhawan"", ""Alia Bhatt established herself in Bollywood with her three film releases of 2014. She played the protagonist of Imtiaz Ali's road film Highway opposite Randeep Hooda.""]",7
Did Chris Christie veto the 2012 bill legalizing same-sex marriage?,Governor Chris Christie vetoed the bill the next day.,5497,3,"[""What is Chris Christie's stance on same sex marriage?"", 'Chris Christie indicated in 2009 that he would veto any bill legalizing same-sex marriage in the state.', 'Did Chris Christie ever veto a bill legalizing same-sex marriage?', 'On February 13, 2012, the State Senate passed a bill legalizing same-sex marriage.']",11
"who did the Milwaukee Bucks play on February 6, 2019",The Milwaukee Bucks played the Washington Wizards.,9112,3,"['how many nba teams have scored 50 points in one quarter', '22 NBA teams have scored 50 points or more in a quarter.', 'when was the most recent occurence of an NBA team scoring 50 or more points in a quarter', 'The Milwaukee Bucks scored fifty points in the first quarter on February 6, 2019.']",11
what is the official language of pakistan,Urdu and English are the official languages of Pakistan,7904,3,"['which city is the metropolitan city of pakistan', 'Karachi is the largest city in Pakistan', ""what's the capital of pakistan"", 'Islamabad is the capital city of Pakistan.']",7
What rifts had destabilised Scots society?,"This form of dress, proscribed after the 1745 rebellion against the English, became one of the seminal, potent and ubiquitous symbols of Scottish identity.",3605,6,"['When did Walter Scott begin his baronetcy?', 'A grateful Prince Regent granted Scott the title of baronet, and in March 1820 he received the baronetcy in London, becoming Sir Walter Scott, 1st Baronet.', 'What does the Recovery of the Crown Jewels mean in the context of Walter Scott?', 'The Prince Regent gave Walter Scott permission to search for the Crown Jewels (Honours of Scotland). The honours were in Edinburgh Castle, but stories circulated that they had been lost.', 'Where did Walter Scott find the Crown Jewels?', 'On 4 February 1818, Walter Scott and a small team of military men opened the box, and unearthed the honours from the Crown Room of Edinburgh Castle.', 'How was Walter Scott rewarded for recovering the Crown Jewels?', 'A grateful Prince Regent granted Scott the title of baronet, and in March 1820 he received the baronetcy in London, becoming Sir Walter Scott, 1st Baronet.', 'What kind of ceremonial pageantry is associated with Walter Scott?', 'Walter Scott created a spectacular and comprehensive pageant, designed not only to impress the King, but also in some way to heal the rifts that had destabilised Scots society.']",7
What is the climate in the western region,"As a generalization, the climate of the West can be summed up as semi-arid",10745,1,[],8
What did the violent paramilitary groups the white league and the red shirts do,The White League in Louisiana and the Red Shirts in Mississippi and the Carolinas assassinated and intimidated both black and white Republican leaders at election time.,7605,3,"['who were the biggest opponents to reconstruction in the U.S', 'The opponents of Reconstruction formed state political parties, affiliated with the national Democratic Party and often named the Conservative Party.', 'Who did the Conservative Party support in the opposition to reconstruction', 'The Conservative party supported or tolerated violent paramilitary groups, such as the White League in Louisiana and the Red Shirts in Mississippi and the Carolinas.']",14
what are some examples of popular star pattern designs for the american flag,"Popular star arrangement designs during the 1800s for the American flag included the Great Star, the Great Flower, the Round Pattern, the Wagon Wheel, and the Snowflake Flag.",7493,4,"['what did the union flag look like in the civil war', 'The union red, white and blue standard remained mostly unchanged during the war other than to add a star when the 34th state, Kansas, was admitted to the Union', 'how were the stars arranged in the union flag during the civil war', 'There were a number of different star patterns on the Civil War Union flags. Since there was no official star pattern, people designed their flags as they saw fit.', 'when was an official star pattern introduced for the american flag', 'An official star pattern for the United States flag was not introduced until Arizona became a state, and the 48 star flag was introduced in 1912']",13
Who was the pubisher for the book The Secret Garden,The publishers of the book The Secret Garden were Frederick A Stokes and William Heinemann.,8629,3,"['where does the book the maze runner take place', 'The book The Maze Runner takes place in a gigantic, ever-changing maze, with deadly creatures trying to stop children from trying to escape.', 'where does the book The Secret Garden take place', 'Most of the book The Secret Garden takes place in Yorkshire, England.']",10
Was the Scott Pilgrim character based on the real Stephen Stills?,"No, Scott Pilgrim is the bass player for Sex Bob-omb, a band consisting of himself, guitarist Stephen Stills, and drummer Kim Pine.",6700,12,"['Does Stephen Stills have any children?', ""Stephen Stills' son Christopher was born in 1974."", 'Did Stephen Stills have any other children besides Christopher?', ""Stephen Stills' children were Eleanor, Justin, Henry, Alex, Jennifer, Oliver Ragland"", 'Did Stephen Stills have any additional children besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland?', 'Stephen Stills did not have additional children besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland', 'Did Stephen Stills have any other daughters besides Eleanor and Jennifer?', 'Stephen Stills did not have additional children besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland', 'What other children does Stephen Stills have besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland??', 'Stephen Stills did not have additional children besides Christopher, Eleanor, Justin, Henry, Alex, Jennifer, and Oliver Ragland', 'Is Stephen Stills married?', 'Stephen Stills is still married to his third wife is Kristen Hathaway.', 'Who was Stephen Stills first wife?', 'During a Manassas tour in France, Stephen Stills met his first wife, the singer-songwriter Véronique Sanson.', 'When did Stephen Stills marry his first wife?', 'Véronique Sanson and Stephen Stills were married on March 14, 1973.', 'How long was Stephen Stills married to his first wife?', ""Stephen Stills' first marriage lasted about 6 years."", 'Is Stephen Stills still married to Kristen?', 'Yes, Stephen Stills is still married to Kristen']",12
how about what organization is mohammed bin salman al saud head of,"Mohammed bin Salman Al Saud's father remains king of Saudi Arabia, but the crown prince has consolidated power beyond any doubt and taken control of the country.",7312,5,"['Who is the top 10 most powerful leaders in the world', ""Forbes' top 10 most powerful people include: Xi Jinping, Vladimir Putin, Donald Trump, Angela Merkel, Jeff Bezos, Pope Francis, Bill Gates, Mohammed bin Salman Al Saud, Narendra Modi, Larry Page."", ""are all the forbes' top 10 most powerful people, xi jinping, vladimir putin, donald trump, angela merkel, jeff bezos, pope francis, bill gates, mohammed bin salman al saud, narendra modi, and larry page, heads of states"", 'Jeff Bezos is the head of Amazon.com, Pope Francis the Roman Catholic Church, Bill Gates the Bill & Melinda Gates Foundation and Larry Page the head of Alphabet.', ""who is number one on forbes' top 10 most powerful people"", ""Xi Jinping ranks number one on Forbes' The World's Most Powerful People"", 'what organization is xi jinping head of', ""Xi Jinping is the leader of China, the most populated country and second largest economy. and holds a firm grasp on China's only political party.""]",12
what is the abbreviation IND AS,Indian Accounting Standard (abbreviated as Ind-AS) is the Accounting standard adopted by companies in India.,10210,2,"['when did ministry of corporate affairs issue ind as', 'The Ministry of Corporate Affairs, in 2015, stipulated the adoption and applicability of IND AS. The MCA has since issued three Amendment Rules, one each in 2016, 2017, and 2018.']",6
Where there any other episodes when Lisa Simpson was in deveopment mentioned in the article?,"In the seventh-season episode Lisa the Vegetarian, Lisa Simpson permanently becomes a vegetarian, distinguishing her as one of the first primetime television characters to make such a choice.",48,4,"[""How did Lisa Simpson's development start?"", ""Lisa Simpson demonstrates her intellect in the 1990 episode Krusty Gets Busted, by helping Bart reveal Sideshow Bob's plot to frame Krusty the Clown for armed robbery."", 'How was Lisa Simpson like Bart Simpson?', 'In The Tracey Ullman Show shorts, Lisa Simpson was something of a female Bart: equally mischievous but lacking unique traits.', 'What were some of the episodes when Lisa Simpson was in deveopment?', 'Many episodes focusing on Lisa Simpson have an emotional nature, such as Moaning Lisa.']",16
Did Warren Spahn ever pitch in the postseason?,"Yes, in 1948, 1957, and 1958",3126,10,"['When did Warren Spahn make his professional debut?', '1942', 'How long did Warren Spahn spend with the braves?', '1942, 1946–1964', 'Did Warren Spahn lead the league in any categorizes?', 'He led or shared the lead in the NL in wins in 1957–61 (age 36 through 40).', ""What was Warren Spahn's win lose record?"", '363–245', 'Who is Warren Spahn trailing in wins?', 'Pud Galvin', 'How many strikeouts did Warren Spahn have?', '2583', 'How many all-star games did Warren Spahn pitch in?', 'He appeared in 14 All-Star Games, the most of any pitcher in the 20th century.', 'Did Warren Spahn ever win a Cy Young?', 'Cy Young Award (1957)']",9
What time did the Late Night Show with David Letterman come on?,"The Late Night Show with David Letterman ran Monday through Thursday at 12:30 a.m. Eastern Time, immediately following The Tonight Show Starring Johnny Carson",726,6,"['When did late night with david letterman begin?', 'It premiered on NBC on February 1, 1982, and concluded on June 25, 1993.', 'Did David Letterman have any other host with him at the time of starting Late Night with David Letterman?', 'All throughout 1981, in addition to guest-hosting the Tonight Show as outlined in the terms of his contract, Letterman also frequently appeared as guest on the highly-rated program', 'How many years did Late Night with David Letterman run?', 'Late Night with David Letterman ran for eleven years.', 'What networks was The Late Night show with David Letterman on?', 'Late Night originated from NBC Studio 6A at the RCA Building at 30 Rockefeller Plaza in New York City.', 'Were there any memorable moments on the Late Night Show with David Letterman?', ""David Letterman's reputation as an acerbic interviewer was borne out in verbal sparring matches with Cher, Shirley MacLaine, Charles Grodin, and Madonna.""]",13
How many awards and medals has the Mariyappan Thangavelu received,Mariyappan Thangavelu has won 10 awards,10785,5,"['Who won Gold in the Rio Paraolympics 2016 high jump', ""India's Mariyappan Thangavelu created history on Friday night by winning a gold medal in the men's high jump T-42 event at the Rio Paralympics."", 'What country is Mariyappan Thangavelu from', ""Mariyappan Thangavelu is an Indian Paralympic high jumper representing India in the 2016 Summer Paralympic games held in Rio de Janeiro in the men's high jump T-42 category."", 'How old is Mariyappan Thangavelu', 'Mariyappan Thangavelu was born on June 28, 1995. He is 24 years old.', 'Is  Mariyappan Thangavelu attending college', ""In 2015, he completed a bachelor's degree in business administration from AVS College of Arts and Science. He plans to complete an MBA from the same institution.""]",10
How many years was Maradona a team manager?,Since 1994,2564,4,"['Who did Diego Maradona manage?', 'Mandiyú de Corrientes, Racing Club, Argentina, etc.', 'How long was Maradona the team coach for Argentina?', '2008–2010', 'How many wins did Maradona have with Argentina?', '18']",9
"How many member were in the band, Future Islands?",There are 4 members of the band Future Islands.,3584,5,"[""When did Future Islands' Herring start making hip-hop music?"", ""Future Islands' Samuel Herring had started making hip-hop music when he was 13 or 14."", ""When did Future Islands' drummer leave?"", ""Future Islands' drummer Erick Murillo left in November 2007, after which the band relocated."", 'What type of music did Future Islands play?', 'Future Islands is an American synthpop band.', 'What year did Future Islands relocate to Baltimore?', 'Future Islands relocated to Baltimore in 2007']",11
What was Uhuru Kenyatta's role in the 2013 Presidential Elections?,"Uhuru Kenyatta's party, The National Alliance joined William Ruto's United Republican Party, Najib Balala's Republican Congress Party and Charity Ngilu's National Rainbow Coalition party to form the Jubilee Alliance.",5316,1,[],12
what other movies did Helen Mirren have in 2015?,"The same year, Helen Mirren appeared in Gavin Hood's thriller Eye in the Sky",127,4,"['Did Helen Mirren have any movies in 2015?', 'In 2015, Helen Mirren reunited with her former assistant Simon Curtis on Woman in Gold', 'what was Woman in Gold with Helen Mirren about?', ""Woman in Gold with Helen Mirren is the story of Jewish refugee Maria Altmann, who fought the Austrian government to be reunited with Gustav Klimt's painting of her aunt"", 'who did Helen Mirren co-star with in Woman in Gold?', 'Helen Mirren co-stars with Ryan Reynolds in Woman in Gold']",10
What was one of Harry Hooper's career highlights with the Boston Red Sox?,"The Boston Red Sox won the 1912 World Series, during which Hooper made a catch that The Pittsburgh Press referred to as one of the finest plays in baseball history.",2314,4,"['When did Harry Hooper start playing with the Red Sox?', 'Breaking into the majors with the Red Sox in 1909, Harry Hooper played in 81 games and hit .282.', 'How long did Harry Hooper play for the Red Sox?', 'Harry Hooper was traded to the Chicago White Sox in March 1921 in exchange for Shano Collins and Nemo Leibold.', 'Was Harry Hooper in any World Series with the Red Sox?', 'Harry Hooper is one of only two members of four separate Red Sox World Series championship teams - 1912, 1915, 1916, 1918.']",15
what position does eden hazard play in football,Eden Hazard is a Belgian professional footballer who plays as a winger or attacking midfielder.,10541,2,"['how many premier league goals does hazard have', 'Eden Hazard has scored 85 goals in the Premier League.']",8
what is the name of one of the band vampire weekend members?,Rostam Batmanglij,1583,8,"['what happened in 2011?', 'On November 11, 2011, it was revealed that Vampire Weekend had been in the studio, writing and recording material for their third album', 'when did Vampire Weekend release the album?', 'Modern Vampires of the City by vampire weekend was released in May 2013', 'was the album Modern Vampires of the City by vampire weekend was released in May 2013 a success?', 'the album Modern Vampires of the city by vampire weekend debuted at #1 on the Billboard chart', 'how many copies the album Modern Vampires of the city by vampire weekend debuted at #1 on the Billboard chart were sold?', 'By December 2014, the album Modern Vampires of the city by vampire weekend had sold 505,000 copies in the US', 'what other album did the band vampire weekend make besides Modern vampires of the city?', 'the albums Vampire Weekend, Contra and Father of the Bride', 'what happened in 2014 to the band Vampire weekend?', 'In 2014, Modern Vampires of the City won a Grammy for Best Alternative Music Album', 'what other award did the album modern vampires of the city win besides the grammy for best alternative music album in 2014?', 'a diamond certification from the Independent Music Companies Association']",13
Did Jacqueline Fernandez have children?,Jacqueline Fernandez does not have any kids of her own.,1517,5,"['Did Jacqueline Fernandez marry?', 'No, Jacqueline Fernandez did not marry.', 'Does Jacqueline Fernandez have any hobbies?', 'Jacqueline Fernandez hobbies include travelling, gymnastics, swimming and dancing.', 'Where was Jacqueline Fernandez born?', 'Jacqueline Fernandez was born on 11 August 1985, in Manama, Bahrain, and was raised in a multi-ethnic family.', 'Did Jacqueline Fernandez have any family?', ""Yes, Jacqueline Fernandez's father, Elroy Fernandez, is a Sri Lankan Burgher, and her mother, Kim, is of Malaysian descent. Her maternal grandfather is Canadian.""]",6
What years was Edmund Hillary's climbing of other Himalayan peaks besides Everest in?,"Edmund Hillary climbed ten other peaks in the Himalayas on further visits in 1956, 1960–1961, and 1963–1965.",7207,2,"['How many peaks did Edmund Hillary climb after Everest?', 'Edmund Hillary climbed ten other peaks in the Himalayas on further visits.']",15
Who were the music influencers for the album Science of Things?,No particular band is mentioned. The article just says that eletronic music influenced their album Science of Things.,2802,3,"['What is The Science of Things?', 'The Science Of Things is the third studio album by British band Bush, released on 26 October 1999, through Trauma Records.', 'What made Science and Things different?', ""While the band's previous albums were strongly influenced by grunge, The Science of Things featured some electronic music influences in addition to the sound defined by Bush's earlier work.""]",12
when was the first generation of machine readable border crossing cards produced,"The first generation of machine readable Border Crossing Cards, known as laser visas, was produced from April 1, 1998, until September 30, 2008.",9327,5,"['where is the border crossing card number located', 'The MRZ on the BCC is on the reverse side. The document number to be used should be the second set of numbers after the Country of Issuance.', 'who is the border crossing card issued to', 'The BCC is issued only to Mexican citizens residing in Mexico and by the U.S. diplomatic missions in Mexico', 'for how long is the border crossing card valid', 'The Border Crossing Cards are valid for travel until the expiration date on the front of the card, usually ten years after issuance.', 'who produces the current border crossing card', 'The current Border Crossing Card is produced by the Department of State']",12
when did the us go to war with germany,"On December 11, 1941, the United States Congress declared war upon Germany.",9471,1,[],9
what is the most recent fast and furious movie that has been released,"The Fate of the Furious opens a new chapter in the franchise, fueled by the same infectious cast chemistry and over-the-top action fans have come to expect.",7648,2,"['when did dwayne johnson join fast and furious', 'in 2010 Looking to inject some fresh blood into the franchise, and, on the recommendation of some randoms on Facebook, Diesel hired Johnson to play in Fast and Furious.']",13
What songs did The Undertones perform at the Casbah?,"By mid-year, the concerts the Undertones performed would include the song Teenage Kicks, which had been written by guitarist John O'Neill in mid-1977.",7272,2,"['What was Casbah Rock with The Undertones?', 'By 1977 the band were performing their own three-chord pop punk material, which was performed alongside cover versions at concerts, primarily at the Casbah']",10
when does some assembly required season 3 come out,"Season 3 of Some Assembly Required aired from March 14, 2016-June 6, 2016.",10357,1,[],9
how about what films Mark Schwhn has done,"Mark Schwahn has co-written Coach Carter (2005), The Perfect Score (2004), and Whatever It Takes (2000).",7724,5,"['when does the royals air in the uk', 'The Royals aired on E! in the United Kingdom and Ireland, although the channel dropped the TV series after season two.', 'why was the tv series the royals cancelled in the UK', 'E! UK & Ireland has opted not to renew their licensing deal for the Royals TV series due to poor reception.', 'who careted the the royals TV series', 'The Royals TV series was created by Mark Schwahn', 'what other TV series has creator Mark Schwahn done besides The Royals', 'Mark Schwahn is is best known as creator, head writer and executive producer of the WB/CW drama series One Tree Hill.']",8
what was the purpose of fighting the french and indian war,In North America the border between French and British possessions was not well defined; the French and Indian War sought to extend each country’s sphere of influence in frontier regions.,7656,1,[],11
which tract in the brain is the largest?,The corpus callosum is the largest commissural tract in the human brain.,8077,3,"['what type of fibres pass through the corpus callosum', 'The corpus callosum is a wide, thick nerve tract, consisting of a flat bundle of commissural fibers.', 'what tracts do the commissural fibers make up?', 'Commissural fibers make up the corpus callosum, the anterior commissure, and the posterior commissure of the brain.']",9
What venues did the band New York Dolls play at in the beginning?,"The original New York Dolls lineup's first performance was on Christmas Eve 1971 at a homeless shelter, the Endicott Hotel.",1254,4,"['How did the band New York Dolls get together?', 'In 1970 Sylvain Sylvain and Billy Murcia formed a band again and recruited Johnny Thunders to join on bass. They called themselves the Dolls.', 'How did the band New York Dolls come up with the name New York Dolls?“', 'Sylvain Sylvain took a job across the street from the New York Doll Hospital, a doll repair shop. Sylvain said that the shop inspired the name for their future band.', 'Were there any other New York Dolls band members that joined besides Sylvain Sylvain, Billy Murcia, and Johnny Thunders?', 'The original New York Dolls lineup initially was composed of singer David Johansen, guitarists Johnny Thunders and Rick Rivets (who was replaced by Sylvain Sylvain after a few months), bass guitarist Arthur Killer Kane and drummer Billy Murcia.']",14
what are the six elements of weather and climate,"The six main components or parts of weather are temperature, atmospheric pressure, wind, humidity, precipitation, and cloudiness.",8262,1,[],9
What was ghost in the machine for The Police?,"The Police's fourth album, Ghost in the Machine, co-produced by Hugh Padgham, was recorded at Air Studios on the Caribbean island of Montserrat",2971,1,[],10
Who did T. S. Eliot marry?,Vivienne Haigh-Wood,3234,2,"['When did T. S. Eliot get married?', '26 June 1915']",7
what countries use censorship on the internet,"Some governments, such as those of Burma, Iran, North Korea, Mainland China, Saudi Arabia and the United Arab Emirates, restrict access to content on the Internet within their territories.",9693,5,"['who developed the world wide web and why', 'Tim Berners-Lee invented the World Wide Web in 1989. The Web was originally conceived and developed to meet the demand for automated information-sharing between scientists in academia.', 'how is the world wide web different from the internet', 'The internet is a huge network of computers all connected together. The world wide web is a collection of webpages found on this network of computers.', 'when was the internet developed', 'The origins of the Internet date back to research commissioned by the United States Department of Defense in the 1960s to build robust, fault-tolerant communication with computer networks.', 'is there a governing body for the internet', 'The Internet has no single centralized governance in either technological implementation or policies for access and usage; each constituent network sets its own policies.']",7
does Ralph get arrested in In the Heat of the Night,Ralph is arrested and confesses to Colbert's murder.,10203,3,"['who was the murderer in the movie in the heat of the night', 'Ralph robbed and killed Colbert.', 'why did Ralph kill Colbert in In the Heat of the Night', 'Ralph had gone to ask Colbert for a job at the new factory, but ended up attacking him and taking his money.']",11
"how did president roosevelt come up with the name, united nations",Roosevelt first coined the term United Nations to describe the Allied countries in World War II and he suggested United Nations as an alternative to the name Associated Powers.,7435,2,"['who was the us president when the united nations was formed', 'President Harry S. Truman signed the United Nations Charter and the United States joined the new international organization on August 8, 1945.']",12
Was Nightwish's second album a success?,"Nightwish's Oceanborn album has sold more than 68,000 copies in Finland.",7236,6,"['What is one Nightwish major chart topping success?', 'Wish I Had An Angel is Nightwish most popular single in Europe and in the United States.', ""What year did Nightwish's Nemo release?"", 'A new Nightwish album, Once, was released on June 7, 2004, along with its first single, Nemo.', ""What was another country that Nightwish's Nemo reached the charts in besides the US?"", 'The single Nemo by Nightwish topped the charts in Finland and Hungary.', 'Is there any interesting information on Nightwish besides Nemo and Wish I Had An Angel?', 'Nightwish is the most successful Finnish band worldwide, selling more than 9 million records.', 'How many albums did Nightwish come out with in 2004-2005?', ""Nightwish's Once album was released on June 7, 2004.""]",8
When did concerts start in the Royal Hospital Kilmainham,"The Royal Hospital Kilmainham opened in 1985 as the National Centre for Culture and the Arts, and today is a venue for concerts of classical music.",10780,5,"['what is the capacity of royal hospital kilmainham', 'The capacity of royal hospital kilmainham, a musical venue for concerts and it has a capacity of c.150, and the Great Hall which has a capacity for up to 450.', 'What is the name of the founder of the Royal Hospital Kilmainham', 'The Royal Hospital Kilmainham was Founded by James Butler, Duke of Ormonde and Viceroy to King Charles II.', 'What year was the Royal Hospital Kilmainham founded.', 'The Royal Hospital Kilmainham was designed by the architect William Robinson. The construction work began in 1680 and the hospital was completed in 1684.', 'Was the Royal Hospital Kilmainham used as a hospital', 'The Royal Hospital Kilmainham was a retirement home for veteran soldiers. Music was a prominent feature of the pensioner’s social lives. Recitals and balls took place in the Great Hall.']",9
Who did Ethel Merman marry first?,"Her first marriage, in 1940, was to theatrical agent William Smith.",826,2,"['How many times was Ethel Merman married?', 'Merman was married and divorced four times.']",7
How did this Scarlett Johansson Anywhere I Lay My Head album do?,"Upon release, the album received mixed reviews from critics, and saw moderate commercial success.",6909,4,"['When did Scarlett Johansson start in music?', 'In 2006, Johansson sang the track Summertime for Unexpected Dreams – Songs From the Stars, a non-profit collection of songs recorded by Hollywood actors.', 'Did Scarlett Johansson record songs after singing the track Summertime for Unexpected Dreams?', 'In May 2008, Johansson released her debut album Anywhere I Lay My Head, which consists of one original song and ten cover versions of Tom Waits songs.', 'Did Scarlett Johansson work with other artists on her debut album Anywhere I Lay My Head?', 'It was produced by Dave Sitek of TV on the Radio and includes collaborations with David Bowie and members of Yeah Yeah Yeahs and Celebration.']",13
where does the nith river go after arriving at the community of nithburg,"The Nith river flows east back into Waterloo Region, takes in the right tributary Silver Creek, and then the left tributary Firella Creek in the township of Wellesley.",9443,4,"['where does the nith river start and end', 'The Nith river begins in a woodland northwest of Crosshill and west of Waterloo Regional Road 5 Region of Waterloo and ends at the Grand River in Paris.', 'where does the nith river go after the start at woodland northwest of crosshill', 'The Nith River heads north into Perth County, then turns sharply southwest and passes through the communities of Fernbank and Millbank in Perth East.', 'where does the nith river go after it passes through the communities of fernback and millbank', 'The Nith River continues south, takes in the right tributary Smith Creek and arrives at the community of Nithburg.']",13
